NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-1.4565,1.0035,0.7903,4,-0.34169,2.4618,-3.4593,-1.531,-0.71639,0,-1.4121,-4.349,-8,-8,-8,-8,0.29058,-0.0081781,0.13339,-0.40108,-0.36317,-0.46861,-4.3179,-4.9929,-3.2681,-0.92178,0.0051451,0.21791,0.064586,0.055546,0.08701,-8,0.33387,-8,-8,-8,-0.57217,-0.02841,-1.1833,-3.6368,0.90324,0.1981,0.28747,0.57911,0.27986,0.3693,0.281,-0.052793,0.51232,0.19627,2.3734,1.516,0.50929,0.63897,0.54656,0.78019,2.0806,0.17455,0.35451,0.35673,1.8204,1.3513,1.3352,-0.032588,0.29176,-3.0752,1.5328,1.1305,-3.5658,4.5645,-4.8874,-2.3058,-1,-1,-1,-1,-1,-1
-1.9044,0.3998,2.9792,4,1.7458,4.7933,-1.7987,-1.189,-0.57297,0,-3.7335,-3.4693,-8,-8,-8,-8,0.24229,0.026563,0.15171,-0.067079,-0.36228,-0.41938,-0.90495,-1.0255,-3.1522,-0.90919,0.012999,0.22441,0.056887,0.05848,0.087159,-8,0.33083,-8,-8,-8,2.0552,-2.504,-0.25213,-0.028359,-1.549,-1.3105,0.30355,0.57361,0.28135,0.36514,0.27671,2.4082,2.2485,1.9067,-4.7871,3.8374,2.4428,2.3737,2.3149,3.1502,4.398,2.339,2.6612,2.6548,4.1403,3.6734,4.7602,-0.025725,-3.1221,0.074049,-4.0273,-1.2724,2.4456,-1.7359,3.6599,2.7026,-1,-1,-1,-1,-1,-1
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-1.6302,2.2569,3.0281,4,2.0302,4.8769,2.4621,1.4011,-0.0015789,0,-2.1346,-4.8277,-8,-8,-8,-8,0.29698,0.055176,0.15171,-0.38687,-0.36394,-0.36122,-0.8544,-0.96162,-3.1381,-0.93043,0.0020282,0.19613,0.036414,0.24542,0.086882,-8,0.33033,-8,-8,-8,-1.2343,-3.7489,-2.2052,-2.6437,-0.34609,-0.68419,0.30175,0.57122,0.28497,0.37003,0.28092,0.023001,0.47247,0.18363,3.0907,2.2388,0.60247,0.62871,0.57613,1.5616,2.7998,0.93925,1.2997,1.262,-3.3702,2.0733,0.78545,-0.025692,1.1916,4.4878,-1.5461,1.1939,1.0666,2.9091,0.98828,-1.3639,-1,-1,-1,-1,-1,-1
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
