-2.236,2.1545,1.2111,1.8301,-0.57596,-1.3428,-0.41615,-1.8387,-3.2051,0,0,-1.3741,-1.5826,-2.344,-0.35426,-1.1955,-1.4693,0,-0.1609,-0.38362,-1.9553,-2.1386,0,0,0,-1.6749,-1.4832,-2.4044,-1.9565,-3.5864,0,0,-1.0445,-1.0324,-3.0728,0,1.0035,0.88844,-0.76548,1.3981,1.2282,-1.0167,1.6589,-2.5044,-0.046523,0.43544,0,0,0.33073,1.2824,-0.021695,0,0,-1.8949,-2.31,0.88164,0,1.4109,0.42006,-0.88136,2.3248,-1.4659,-1.0902,0.0162,0,0,0,1.5939,1.9799,-2.4699,0,0,0,-0.28823,-2.2397,-2.288,-1.8487,-3.8582,-3.514,0,0,-0.047295,-0.25028,-2.5134,0,-3.3999,0,0.14123,-1.4124,-0.93644,-1.8251,0.26377,0,0,-0.29132,-3.1555,-5.1558,0,0,0,0,0,0,0,-1.3597,-0.84704,-0.8744,-1.0172,-0.97896,-0.78499,-0.93797,-1.1349,-0.99312,-0.76015,-1.1506,-0.9012,-1.1147
-1.4503,2.1537,1.2109,1.8405,-1.4558,-2.1963,-0.96968,-1.9439,-2.8737,0,0,-1.2386,-1.837,-2.2977,-2.1376,-1.0581,0.09505,0,-0.18043,0.86819,-1.9201,-2.2637,0,0,0,-2.0082,-1.5802,-2.4624,-2.0435,-3.105,0,0,-0.89616,-1.1205,-2.9929,0,1.6944,-1.6939,-1.3489,2.0619,-1.3403,-1.0006,1.3224,-0.63608,0.049223,0.71255,0,0,-0.16791,1.4326,0.58364,0,0,-1.3444,-3.6082,1.1045,0,0.41478,1.3681,2.4547,1.2432,1.8993,-1.1852,-3.493,0,0,0,2.3352,-0.98231,-2.9243,0,0,0,-0.33105,-2.0478,-2.5105,-1.8301,-2.071,-4.2966,0,0,-0.14227,0.29554,-2.4303,0,-3.3036,0,-0.077791,-1.019,-0.6964,-1.8329,0.26632,0,0,-1.3428,-4,-5.7756,0,0,0,0,0,0,0,-1.0241,-0.85962,-0.85756,-1.0234,-0.984,-0.78389,-0.89604,-1.1375,-0.9997,-0.75934,-1.1564,-0.90079,-1.1217
-1.4514,2.1538,1.2109,1.8405,-1.456,-2.1963,-0.96762,-1.9445,-2.8802,0,0,-1.2433,-1.8381,-2.2995,-0.52493,-0.99721,-0.57942,0,-0.0605,0.24059,-1.9392,-2.2637,0,0,0,-2.0046,-1.5823,-2.4623,-2.0479,-3.1268,0,0,-0.91054,-1.124,-3.0052,0,2.0995,-1.7883,-0.70121,2.4088,-1.517,-0.94192,1.5081,-0.44953,0.23448,0.7109,0,0,0.019285,1.7497,0.90169,0,0,-1.3455,-3.953,1.423,0,0.71297,1.6596,2.7488,1.5442,2.1928,-1.1862,-3.7226,0,0,0,2.6122,-1.8728,-2.925,0,0,0,-0.32447,-2.0721,-2.6576,-1.8294,-2.0823,-4.5736,0,0,-0.15843,0.28731,-2.4322,0,-3.3071,0,-0.079064,-1.0218,-0.69707,-1.833,0.26632,0,0,-1.294,-3.9752,-5.7756,0,0,0,0,0,0,0,-1.0221,-0.8597,-0.85761,-1.0235,-0.98401,-0.78384,-0.89592,-1.1374,-0.99972,-0.75955,-1.1565,-0.90081,-1.1217
-2.2362,2.1545,1.2111,1.8301,-0.57655,-1.3434,-0.41614,-1.8387,-3.2042,0,0,-1.3738,-1.5827,-2.3439,-0.35445,-1.1956,-1.469,0,-0.16115,-0.38359,-1.9552,-2.1385,0,0,0,-1.6753,-1.4831,-2.4043,-1.9564,-3.5858,0,0,-1.0444,-1.0323,-3.0724,0,0.92838,0.82407,-1.1555,1.3412,1.1824,-1.035,1.5635,-2.688,-0.1427,0.4352,0,0,0.23551,1.2388,-0.06485,0,0,-1.8958,-2.3117,0.83844,0,1.3517,0.36888,-1.1819,2.2673,-0.7281,-1.0918,0.0014527,0,0,0,1.5793,1.9657,-2.4701,0,0,0,-0.28856,-2.2365,-2.2866,-1.8486,-3.8377,-3.5145,0,0,-0.047559,-0.24937,-2.5133,0,-3.4001,0,0.141,-1.4118,-0.93633,-1.825,0.26377,0,0,-0.2964,-3.1584,-5.1563,0,0,0,0,0,0,0,-1.3591,-0.84696,-0.87446,-1.0172,-0.97897,-0.78485,-0.93807,-1.135,-0.99307,-0.76015,-1.1506,-0.9012,-1.1147
-1.6055,2.1539,1.2106,1.8341,-1.4362,-2.1812,-0.69401,-1.8823,-3.1493,0,0,-1.4151,-1.8065,-2.3659,-0.40427,-1.0668,-0.69793,0,-0.089766,0.14859,-1.9594,-2.1779,0,0,0,-1.8675,-1.5927,-2.4681,-1.9895,-3.3688,0,0,-1.0216,-1.145,-3.1554,0,0.24688,0.91037,0.71441,-0.2905,0.46805,-0.29307,1.156,-1.061,-0.2653,0.74259,0,0,-0.38551,1.4488,0.47337,0,0,-1.3295,-2.8116,1.0176,0,0.72608,-0.30972,-1.1356,2.7776,-1.8885,-2.2791,1.829,0,0,0,-0.065996,0.2564,0.70768,0,0,0,-0.22086,-2.4669,-3.0328,-1.8449,-1.9965,-4.389,0,0,-0.16116,0.1463,-2.4173,0,-3.4252,0,-0.073293,-1.1159,-0.69703,-1.8382,0.26603,0,0,2.6188,-2.0556,-5.6682,0,0,0,0,0,0,0,-0.77218,-0.84596,-0.83609,-1.0255,-0.98476,-0.78875,-0.88092,-1.133,-0.99897,-0.75962,-1.1579,-0.90061,-1.1186
-1.1698,2.1544,1.2111,1.8332,-0.65174,-1.4262,-1.2456,-1.8484,-3.2314,0,0,-1.3566,-1.5878,-2.3715,-0.26522,-1.012,-1.0422,0,0.010116,-0.086982,-1.9545,-2.1502,0,0,0,-1.6366,-1.4964,-2.4265,-1.9736,-3.5996,0,0,-1.0326,-1.0564,-3.1365,0,-0.98277,1.4594,-1.7867,-1.6496,1.8111,-0.98006,1.606,-2.4714,0.0014038,0.68523,0,0,0.072145,0.89245,-0.19475,0,0,-1.4185,-2.0454,0.43564,0,1.4724,0.44034,-1.6955,2.4614,-1.5879,-1.1666,0.12848,0,0,0,1.7012,2.058,-2.4591,0,0,0,-0.28076,-2.4093,-2.4055,-1.8513,-3.6774,-3.444,0,0,0.043152,-0.15407,-2.5245,0,-3.1701,0,0.16903,-1.136,-0.93522,-1.8291,0.26651,0,0,0.010458,-3.0556,-5.2611,0,0,0,0,0,0,0,-2.1079,-0.84597,-0.875,-1.0162,-0.97966,-0.78536,-0.89282,-1.1223,-0.9921,-0.76013,-1.1477,-0.90138,-1.1148
-2.2478,2.1545,1.211,1.8288,-0.42482,-1.1949,-0.32719,-1.8352,-3.2232,0,0,-1.3865,-1.5617,-2.3443,-0.35015,-1.2156,-1.7073,0,-0.17713,-0.48204,-1.957,-2.131,0,0,0,-1.6754,-1.4629,-2.4018,-1.9519,-3.6391,0,0,-1.0663,-1.0172,-3.0748,0,-1.246,1.2556,-1.5867,-2.0095,1.6244,-1.0012,1.6442,-2.5167,-0.077686,0.43463,0,0,0.31549,1.2978,0.063163,0,0,-1.911,-2.5197,0.92685,0,1.3813,0.41686,-1.3484,2.2576,-2.1246,-1.0527,-0.012917,0,0,0,1.5566,1.9665,-2.4746,0,0,0,-0.29843,-2.1836,-2.2436,-1.8518,-3.7728,-3.5066,0,0,-0.048985,-0.24847,-2.5137,0,0.87114,0,0.94272,0.83163,-2.4538,0.24895,0.26442,0,0,-0.3524,-3.1125,-4.9948,0,0,0,0,0,0,0,-1.4236,-0.84628,-0.87418,-1.0165,-0.97767,-0.78531,-0.93526,-0.89718,-0.99241,-0.76025,-1.1515,-0.90133,-1.1138
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-0.16641,2.1552,1.2111,1.8151,-1.3041,-2.043,-1.4848,-1.8156,-3.4139,0,0,-1.5501,-1.7064,-2.5188,0.02111,-0.76229,-0.42093,0,0.24498,0.45608,-1.9915,-2.0836,0,0,0,-1.7909,-1.5189,-2.5804,-1.8473,-3.3671,0,0,-0.94515,-1.0399,-3.5545,0,0.40966,0.95157,1.2981,0.12112,0.71012,-0.5346,1.3201,-1.5215,-0.31518,1.4491,0,0,-0.91988,2.3477,0.80298,0,0,-0.017114,-0.22648,0.5032,0,0.76641,0.54811,2.4608,1.826,-1.607,-1.2886,-0.66898,0,0,0,0.44759,0.90754,-2.3716,0,0,0,-0.070687,-2.3586,-2.1379,-1.929,2.7256,0.7424,0,0,1.1197,1.3397,0.44135,0,1.8393,0,2.0524,1.7428,-1.9169,0.3225,0.26636,0,0,2.9687,-1.8646,-5.3725,0,0,0,0,0,0,0,-1.6715,-0.85436,-0.87873,-1.0256,-0.98737,-0.78993,-0.87018,-0.8741,-0.99946,-0.76012,-1.1485,-0.90102,-1.0268
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
