0.66148,2,-4,-0.87008,-3.1425,-3.9308,-3.9094,5.5961,7.5986,9.7872,5.1571,1.3581,-0.68457,-0.96407,-0.18623,3.8189,-0.48052,-5,-1.316,0,6.7017,7.286,8,1.5188,6.3487,4.6482,3.5447,2.9498,0.46432,-2.9658,-3.4411,-4.3296,-1.0498,8.3887,-0.34266,5.9483,0.039388,0.18302,-0.68576,6.2812
2,1.1076,-1.3876,0.33614,-1.4926,0.75345,-0.68667,7.7704,6.5236,5.9849,9.9446,0.65423,1.097,-4.923,3.2109,-3.8657,-0.36615,-0.57937,-3.2741,0,6.7087,7.4442,4.8963,-0.82703,6.1636,4.8935,2.8204,0.65304,2.85,-3.747,-4.1483,-5,0.010609,8.3887,0.39884,5.9483,0.21081,0.18327,-0.79937,6.2812
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.9421,1.0683,-1.2305,-1.6786,-3.8903,-1.4502,-3.1693,9.3803,2.6556,8.5906,4.5178,2.5209,0.82246,0.53705,1.5575,2.3494,2.8666,0.58079,2.0697,0,6.7366,7.3004,1.1707,-1,3.8539,4.957,2.0034,1.0846,0.52149,-1.4823,-1.5603,-2.412,-1.1226,8.3887,-0.33633,5.9483,0.044865,0.18305,-0.79953,6.2812
2,1.0972,-1.7333,0.18526,-2.1693,-3.9971,-3.3498,5.5543,3.1926,6.5168,6.7657,1.916,0.89229,0.85893,1.7438,-0.75384,-0.25494,-5,1.0323,0,6.6124,7.3126,2.63,-1,4.9807,4.5693,4.5172,1.9344,2.9678,-2.5539,-2.956,-3.8071,-1.0491,8.3887,-0.33658,5.9483,0.042049,0.18313,-0.7993,6.2812
1.9999,1.1369,-0.77426,-4,-2.9815,-3.5763,-3.543,6.0108,2.4605,5.6967,6.4543,1.2208,0.30424,-1.7936,2.0381,-0.1274,-0.98762,-5,0.38058,0,7.1253,7.2839,1.0896,1.4761,4.9096,5.5061,3.6147,2.4042,2.6282,-2.0607,-2.2,-3.0535,-1.0496,8.3887,-0.33623,5.9483,0.041928,0.18108,-0.80004,6.2812
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.7449,2,-2.833,1.1981,-1.5813,-3.9999,-2.9908,9.1191,5.2553,3.9539,4.9659,2.3303,-1.6115,-0.30718,-1.8315,-2.4792,3.7575,-4.933,1.462,0,6.5202,7.399,1.2126,0.4649,4.5862,3.449,5.5591,2.4503,3,0.84551,0.31205,-0.77925,-1.0448,8.3887,0.39884,5.9483,0.051004,0.10521,-0.87948,6.2812
-0.73719,0.96082,-2.7555,-3.5945,-3.0172,-3.758,-3.1424,7.0578,3.7309,6.9491,5.6764,1.8323,-1.6806,-1.2961,-4.5559,-1.4612,-2.6547,-5,2.2333,0,6.5217,7.281,1.2854,0.81289,2.4377,3.499,4.0195,2.562,2.9983,-0.47129,-0.49183,-1.6436,-1.0497,8.3887,-0.16256,5.9483,0.048673,0.089685,-0.85027,6.2812
-2.4941,1.111,-1.0863,1.1723,-2.9352,-3.9544,-3.9287,5.447,4.7644,6.9016,5.0393,-3.7333,-4.4387,0.55742,2.8643,4.1551,0.53577,-4.9043,1.0373,0,6.8984,7.2846,0.67464,-0.9266,3.1657,5.2168,3.5579,2.2202,3,0.016316,0.053437,-0.82472,-1.0498,8.3887,-0.27489,5.9483,0.042003,0.18278,-0.7872,6.2812
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.51524,0.8011,-2.6894,-1.1306,-4,0.018141,-3.4735,10,5.8841,7.497,4.7896,0.77555,-4.0674,0.85049,-1.8711,0.42272,1.9579,-5,2.9703,0,6.5239,7.1847,1.695,-0.99523,6.0651,3.5851,4.8123,2.9174,3,-0.49302,-1.166,-2.055,-1.12,8.3887,-0.15418,5.9483,0.060509,0.16737,-0.80628,6.2812
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-4,1.5352,-1.382,-0.86288,-0.9977,-1.8773,-1.5933,9.0298,9.0224,9.3246,6.6732,-1.1546,-1.1391,2.5054,-4.9734,2.3875,-0.76333,2.5798,-4.037,0,6.7111,7.7101,0.96742,5.386,3.5213,4.8993,4.7425,1.3289,-3.721,-1.745,-1.9603,-2.9607,0.010624,8.3887,0.39885,5.9483,0.42052,0.0945,-0.67756,6.2812
-0.74542,1.2401,-1.7338,-1.4738,-3.9234,-3.9951,-4,10,2.2729,6.2862,5.2228,0.66621,-2.0093,-0.2566,1.2784,0.37614,1.4134,0.96995,2.2837,0,6.6086,7.0582,1.4309,-0.36576,4.3532,4.563,4.1649,1.4129,1.3718,-2.0329,-2.09,-3.2473,-1.1258,8.3887,-0.32305,5.9483,0.045813,0.089405,-0.86694,6.2812
1.5893,1.0853,-2.2176,-3.6494,-1.77,-3.0996,-3.6934,9.4317,8.746,3.3005,2.0155,-0.25097,-1.9002,0.34527,-5,3.8661,0.055815,0.34229,0.78819,0,6.5437,7.3157,0.89851,-0.65299,5.2451,3.9808,2,0.77313,2.5986,-0.54684,-0.63909,-1.4924,-1.1209,8.3887,-0.15029,5.9483,0.04061,0.18319,-0.79983,6.2812
-0.60175,-0.64924,-1.269,0.32022,-3.6069,-1.7469,-3.9066,7.4904,6.6774,7.3241,3.9057,2.9451,0.72854,1.3771,1.3664,1.668,1.5481,0.35554,-0.81481,0,6.7688,7.285,3.7673,-1,3.1769,5.019,2.9599,3,2.9911,-3.0579,-2.9124,-3.7762,-1.1225,8.3887,-0.30477,5.9483,0.043212,0.23198,-0.67145,6.2812
