-2.0704,2.7079,-2.0952,-0.53309,-2.3362,-1.4212,-1.5085,-2.3614,1.8982,-1.3217,1.241,-1.5878,-1.7073,1.1278,-2.8912,1.5064,2.1244,-3.6127,-1.6596,0.69902,0.54351,3,-0.031531,-1.611,-0.21842,-0.43327,-0.33201,-5,-1.1488,1.1782,-0.75412,0.9632,-0.28701,-0.39925,-5,-0.49845,-5,0.14756,-0.61246
-1.7955,-5,-2.0418,0.17188,-3.0866,-0.99493,-1.1848,-2.2249,-0.26499,-1.4425,1.0806,-3.5837,-1.6776,1.3836,-2.7875,1.2676,2.2383,-3.5678,-1.9556,1.2589,2.5173,3,-0.026019,-1.6111,-0.21632,-0.5313,-1.0739,-5,-1.0289,1.1828,-0.74443,0.96324,-0.28336,-0.19456,-5,-0.49301,-5,0.13873,-0.69878
-0.91539,-5,-2.0418,0.17191,-3.0866,-0.99498,-1.1848,-2.2249,2.856,-1.4425,1.0806,-0.46271,-1.6776,1.3836,-2.7875,1.2725,2.1946,-3.5678,-2.8357,1.259,-0.60375,3,-0.026021,-1.6112,-0.21631,-0.5313,-1.0739,-5,-1.0289,1.1828,-0.74444,0.96324,-0.28336,-0.19457,-5,-0.49301,-5,0.13874,-0.69879
-2.4222,-3.7843,-1.6466,-0.074832,-2.8324,-5,-2.5382,3,2.1688,-1.3976,1.1559,-1.268,-1.6642,-0.959,-2.5297,0.5979,0.73251,-3.6251,-1.3249,0.7925,0.2047,3,0.016475,-1.6111,-0.21638,-0.45123,-0.54777,-5,-1.0163,1.1808,-0.74891,0.96316,-0.28329,-0.18588,-5,-0.50425,-5,0.13498,-0.68367
-3.5135,2.121,-2.0954,-0.53413,-2.3345,-1.42,-1.5077,-2.3616,2.6737,-1.3217,1.2411,-0.81251,-1.7076,1.1291,-2.8927,1.4142,3,-3.6126,-0.21638,0.69884,-0.2317,2.9891,-0.031868,-1.611,-0.21842,-0.43329,-0.33189,-5,-1.1493,1.1781,-0.75406,0.96321,-0.28708,-0.39963,-5,-0.49833,-5,0.14777,-0.61225
-1.6191,-3.5947,-2.3194,-2.638,-2.4661,-5,0.13468,2.9956,0.22804,-1.5907,0.93243,-2.917,1.073,-0.94996,-1.6652,0.63909,0.80254,-3.6422,-2.138,0.70545,1.8411,3,2.7478,-1.6115,-0.21176,-0.45912,-0.41655,-5,-1.0175,1.185,-0.74255,0.96317,-0.27546,-0.27668,-5,-0.46779,-5,0.15148,-0.67489
0.22599,-3.5398,0.42971,-0.20454,-2.428,-1.5632,0.87212,-2.1913,3,-1.4992,-1.5854,-1.0295,0.83511,0.82167,0.51369,1.2464,1.6797,-3.6507,-3.9776,0.76916,-0.040303,2.8514,2.5311,-1.6114,-0.2136,-0.45508,-0.45458,-5,-1.0877,1.2124,3,0.96332,-0.2762,-0.33873,-5,-0.48858,-5,0.17736,-0.66277
0.16306,1.4596,-1.4202,0.15954,-3.1035,-5,-2.6042,3,2.7318,-1.3594,1.2424,-0.85907,-1.6637,-1.0301,-2.5906,0.44382,0.61835,-3.5923,-3.9165,0.74148,-0.21086,3,-0.00059628,-1.6112,-0.21539,-0.44904,-0.49282,-5,-0.99287,1.1803,-0.73436,0.96315,-0.28208,-0.098922,-5,-0.49885,-5,0.13421,-0.71835
-2.5963,-3.8044,-1.782,-0.13954,-2.8127,-5,3,3,1.2408,-1.504,1.0316,-2.0516,-1.5868,-0.96498,-2.4288,3,-2.3952,-3.5849,-1.1569,0.7857,0.98153,0.30553,0.068607,-1.6112,-0.21518,-0.45132,-0.56149,-5,-0.98098,1.182,-0.74535,0.96315,-0.28157,-0.27603,-1.5173,-0.50233,-5,0.13426,-0.70387
-3.4554,-3.9091,-2.3034,2.5624,-2.7476,-1.3339,3,-2.9788,2.0816,-1.3942,1.2296,-1.5574,-1.5583,1.8194,0.34606,3,-1.1503,-3.6607,-0.31614,0.9693,0.46793,0.53471,0.13718,-1.6113,-0.21414,-0.53144,-0.93864,-5,-1.1407,1.1799,-0.7168,0.96341,-0.27627,-0.30152,-5,-0.43279,-5,0.2729,-0.74563
