-1.25,0.99987,2.258,1.1934,-1.5981,-1.0308,0.26224,-2.2074,0.89691,-4.9088,7.8001,5.7606,6.047,4.0318,0.56508,-2.6451,2.8094,-1.8307,2.0229,1.8861,-1.5523,-1.6639,-2.1374,0.39546,-1.4939,0.38575,0.68851,0.10001,1,-0.69729
-1.25,0.99848,1.7494,1.1648,-3.4985,-0.0042018,-1.7992,0.82238,-0.84207,-2.7491,7.6916,7.1675,5.3564,7.5765,0.85141,1.1679,-4.9699,0.33083,2.074,1.1489,-1.6003,-1.6627,-2.1354,0.19562,-0.85273,0.54151,0.57119,0.10001,0.99992,-0.58218
-1.25,0.99787,1.7388,1.1652,-2.8519,-0.65094,0.61548,-1.5621,-0.18861,1.4494,7.8187,5.7842,6.839,7.8072,0.84945,1.1642,-3.0378,2.745,-1.0204,1.13,-1.6003,-1.6627,-2.1355,0.19358,-0.83922,0.54024,0.56873,0.1,0.99997,-0.58131
-1.2501,0.99952,1.7499,1.1647,-3.498,-0.004777,-1.8013,0.82427,-0.83741,-2.6796,7.8429,6.1483,7.5001,7.7725,0.8511,1.1676,0.95015,2.3078,2.9784,1.1493,-1.6002,-1.6628,-2.1353,0.19565,-0.85311,0.54155,0.57125,0.1,0.99997,-0.58221
-1.25,0.99977,1.2046,1.7105,0.32277,-3.9188,0.54839,-1.5324,-4.8612,-1.7664,7.4186,3.0015,6.659,7.574,0.89688,1.0316,-4.3874,-1.189,2.9974,1.1209,-1.5521,-1.6114,-2.094,0.13453,-0.8441,0.64806,0.73645,0.10002,0.9998,-0.76218
-1.304,0.99901,1.7687,1.1935,-2.4216,0.69275,0.96031,0.84425,-0.42803,-0.26805,7.8494,6.5595,6.0151,7.8696,1.0027,1.3069,-1.3431,-1.4499,-1.9574,1.1638,-1.5999,-1.6627,-2.1357,0.19482,-0.87903,0.53805,0.56977,0.1,0.99998,-0.58257
-1.304,0.99947,1.7687,1.1935,-2.4215,0.69284,0.96049,0.84427,-0.42798,-0.26808,7.9769,6.3708,7.3084,7.9954,1.0028,1.307,-1.343,-1.4498,-1.9577,1.1638,-1.5999,-1.6627,-2.1357,0.19484,-0.87903,0.53806,0.56978,0.1,0.99998,-0.58258
-1.25,0.9989,2.1742,1.2746,-0.14032,-0.59917,-0.94466,-1.3808,2.9967,-2.3031,6.1403,7.294,7.0801,4.3133,-1.3499,-4.0554,-3.9515,2.9987,0.19219,1.8899,-1.4954,-1.6582,-2.1203,1.1139,-1.4891,0.44826,0.99944,0.12606,0.82617,-0.65147
-1.25,0.99982,2.187,1.1801,-2.9597,0.9695,-0.21263,1.0024,-3.8257,-2.5096,7.9903,6.2073,5.2507,3.9811,-4.2338,-4.9611,-3.0141,-3.4744,1.1052,1.6717,-1.5443,-1.6636,-2.1368,0.29456,-1.3777,0.3676,0.66266,0.1,0.99996,-0.70516
-1.25,0.99943,1.2279,1.7165,0.42033,-1.5911,0.6936,1.8005,-4.7946,-0.18339,7.6348,3.0001,5.6566,7.516,1.0213,1.1405,1.3399,-1.3151,-1.718,1.1282,-1.5511,-1.613,-2.0948,0.13709,-0.85983,0.64138,0.73833,0.10001,0.99998,-0.7626
-1.25,0.80049,2.1909,1.1699,-2.2917,0.33407,0.80867,0.092415,-0.72452,-2.5994,7.8031,6.3582,6.5676,3.9769,0.5699,-4.6382,-0.68003,1.4735,-4.9921,1.6575,-1.5494,-1.6634,-2.1294,0.26567,-1.3652,0.36327,0.65015,0.1,0.99998,-0.68456
-1.25,0.0038708,2.1839,1.1779,-2.8581,0.84781,0.00079408,0.84926,-4.9638,-4.9833,7.9859,6.0133,3.0001,3.977,0.62388,-4.1303,0.0061496,0.37128,-1.9785,1.6574,-1.5497,-1.6635,-2.1292,0.26332,-1.3657,0.36283,0.64833,0.1,0.99995,-0.68347
-1.25,0.99999,1.7226,1.1888,-3.3455,-0.16155,-0.35981,0.30493,-1.1079,3,7.9928,7.3286,7.199,7.9851,0.85476,1.1694,-4.6054,2.1298,-1.9984,1.1352,-1.6005,-1.6628,-2.1357,0.19241,-0.84275,0.54002,0.56749,0.1,1,-0.58101
-1.25,0.184,2.1909,1.1699,-2.2903,0.33482,0.80942,0.094083,-0.72579,-0.66984,7.989,7.9626,6.6296,3.9768,1.9473,-3.6768,-0.67945,2.4224,-4.9846,1.6575,-1.5494,-1.6634,-2.1294,0.2656,-1.3651,0.36325,0.6501,0.1,1,-0.68456
-1.25,0.99999,2.2785,1.2142,-1.5636,-1.0752,0.28794,-2.1692,-0.056738,-4.876,7.6569,6.0038,5.9143,7.9852,2.7294,-4.9776,-0.76151,-1.558,2.9957,1.9094,-1.5459,-1.6634,-2.1316,1.0431,-1.5174,0.41258,0.75601,0.10002,0.7346,-0.67036
-1.3038,0.99977,1.7659,1.1932,-2.3973,0.54717,0.98193,0.68477,-0.43063,-0.28863,7.9494,6.5987,6.4009,7.9166,2.6945,2.9998,-1.3364,-1.4552,-1.9545,1.1604,-1.6,-1.6627,-2.1357,0.19373,-0.87555,0.53779,0.56862,0.1,0.99999,-0.58217
-1.25,0.25903,0.85581,0.87951,-2.3242,2.9717,1.5537,-1.6417,-2.6546,0.87091,5.9957,5.535,5.8277,3.9825,1.9823,-4.9183,2.6726,-2.8636,0.86487,0.61374,-1.5677,-1.662,-2.1358,0.21824,-0.0092419,0.37257,0.60285,0.10001,0.99984,-0.64868
-1.2501,0.99777,1.7633,1.202,-3.504,1.0166,-0.90465,1.915,-4.1623,-0.27221,7.8867,6.1989,3,7.754,0.91876,1.2154,-0.3506,-1.3663,-1.9427,1.1769,-1.5998,-1.6627,-2.1353,0.19275,-0.88633,0.53443,0.56755,0.1,0.99997,-0.58282
-1.25,0.70099,2.1851,1.1779,-2.8378,0.83018,0.024393,0.82573,0.73708,-4.1778,7.6558,3.0096,7.9539,3.9774,-3.5218,-4.9579,2.8286,0.64003,-4.876,1.6587,-1.5491,-1.6641,-2.1296,0.26885,-1.3669,0.3642,0.66076,0.1,0.99996,-0.68427
-1.25,0.99966,2.1895,1.1817,-2.0952,0.12255,0.7018,0.11577,0.62853,-4.6708,7.6648,5.3838,6.3325,3.9821,0.45221,-4.7402,2.6192,-4.2309,0.6476,1.6708,-1.545,-1.6636,-2.1369,0.29578,-1.3791,0.36819,0.66324,0.1,0.99997,-0.70638
-1.25,0.99985,2.1949,1.172,-2.2426,0.29158,0.74561,0.10286,-1.0666,-4.1941,7.8066,7.878,7.5389,3.9804,2.2961,-4.805,-4.8323,0.41807,-0.97496,1.6692,-1.5443,-1.6636,-2.1366,0.2888,-1.3757,0.36642,0.65873,0.1,0.99998,-0.7024
-1.2501,0.99969,1.7354,1.1668,-2.9405,-0.55534,0.65888,-1.5951,0.19851,-4.8799,7.8412,6.1567,6.8675,7.77,0.85991,1.1727,-4.2341,-0.78117,-0.78415,1.1296,-1.6004,-1.6627,-2.1343,0.19753,-0.83985,0.54242,0.57471,0.1,0.99997,-0.58234
-1.2502,0.99947,1.7544,1.1624,-3.4961,-0.0056066,-0.89354,-0.081622,2.0439,0.16497,7.6484,5.6086,5.1562,7.5334,0.85093,1.1674,-4.7092,2.4136,-0.78919,1.1526,-1.6002,-1.6627,-2.1353,0.19628,-0.85628,0.54171,0.57195,0.10001,0.9999,-0.58247
-1.25,0.70346,-2.0762,1.204,-2.5774,0.60118,0.86165,0.76797,-0.39296,-0.25698,7.9883,5.7088,7.6316,7.946,0.96146,1.369,-1.2555,-1.5102,-1.3568,-2.7135,-1.608,-1.6643,-2.1383,0.16168,3,0.55161,0.53546,0.1,0.99999,-0.56932
-1.2501,0.99991,1.7384,1.165,-2.8528,-0.64998,0.61639,-1.563,-0.1845,-0.24274,7.9978,7.1495,7.0004,7.9886,0.84899,1.1638,-3.5653,1.0636,-1.0144,1.1295,-1.6003,-1.6627,-2.1355,0.19356,-0.8387,0.54021,0.56871,0.1,1,-0.58133
