0.62555,0.64741,0.51874,0.71742,0.23986,0.47102,-2.5105,-1.7791,-2.2333,-2.775,-2.1564,-2.2159,-0.28665
0.59477,0.63765,0.51543,0.18704,0.12423,0.46689,-2.5453,-1.7867,-2.3086,-0.20353,0.31341,-2.5608,-0.28346
0.62555,0.64741,0.51874,0.71742,0.23986,0.47102,-2.5105,-1.7791,-2.2333,-2.775,-2.1564,-2.2159,-0.28665
0.62555,0.64741,0.51874,0.71742,0.23986,0.47102,-2.5105,-1.7791,-2.2333,-2.775,-2.1564,-2.2159,-0.28665
0.59477,0.63765,0.51543,0.18697,0.12423,0.46689,-2.5453,-1.7867,-2.3086,-0.25571,0.26127,-2.5608,-0.28346
0.62555,0.64741,0.51874,0.71742,0.23987,0.47102,-2.5105,-1.7791,-2.2333,-2.775,-2.1564,-2.2159,-0.28665
0.62658,0.64921,0.51753,0.70713,0.19009,-0.74299,2.3144,-1.7758,-2.2308,-2.7675,-2.1749,-2.3484,-0.29396
0.59477,0.63765,0.51543,0.18733,0.12423,0.46689,-2.5453,-1.7867,-2.3086,0.14272,0.65947,-2.5608,-0.28346
0.62555,0.64741,0.51874,0.71742,0.23986,0.47102,-2.5105,-1.7791,-2.2333,-2.775,-2.1564,-2.2159,-0.28665
0.59477,0.63765,0.51543,0.18664,0.12423,0.46689,-2.5453,-1.7867,-2.3086,-0.44664,0.070567,-2.5608,-0.28346
0.62554,0.64741,0.51874,0.71741,0.23986,0.47102,-2.5105,-1.7791,-2.2333,-2.775,-2.1564,-2.2159,-0.28666
0.53996,0.21897,0.49341,0.71304,0.23556,0.46325,0.094821,0.85118,-2.4526,-2.8249,-2.1502,-2.2268,-2.9534
0.62555,0.64741,0.51874,0.71742,0.23986,0.47102,-2.5105,-1.7791,-2.2333,-2.775,-2.1564,-2.2159,-0.28665
0.62658,0.64921,0.51753,0.70713,0.19009,-0.74301,1.8886,-1.7758,-2.2308,-2.7675,-2.1749,-2.3484,-0.29396
-4.9934,2.5558,0.51397,0.15442,0.10167,0.46324,0.58092,1.3672,0.81653,0.030521,0.67553,-2.6527,-3.4396
0.62555,0.64741,0.51874,0.71741,0.23986,0.47102,-2.5105,-1.7791,-2.2333,-2.775,-2.1564,-2.2159,-0.28665
0.62555,0.64741,0.51874,0.71742,0.23986,0.47102,-2.5105,-1.7791,-2.2333,-2.775,-2.1564,-2.2159,-0.28665
0.59477,0.63765,0.51543,0.18648,0.12423,0.46689,-2.5453,-1.7867,-2.3086,-0.51767,-0.0003571,-2.5608,-0.28346
0.62555,0.64741,0.51874,0.71742,0.23986,0.47102,-2.5105,-1.7791,-2.2333,-2.775,-2.1564,-2.2159,-0.28665
0.53988,0.21921,0.49337,0.71303,0.2356,0.46323,1.9388,2.6953,-2.4528,-2.825,-2.1502,-2.2268,-4.7975
0.59477,0.63765,0.51543,0.18731,0.12423,0.46689,-2.5453,-1.7867,-2.3086,0.11222,0.62898,-2.5608,-0.28346
0.62555,0.64741,0.51874,0.71742,0.23986,0.47102,-2.5105,-1.7791,-2.2333,-2.775,-2.1564,-2.2159,-0.28665
0.53995,0.21912,0.49338,0.71304,0.2356,0.46324,0.5879,1.3443,-2.4527,-2.8249,-2.1502,-2.2268,-3.4466
0.62554,0.64742,0.51874,0.71742,0.23986,0.47102,-2.5105,-1.7791,-2.2333,-2.775,-2.1564,-2.2159,-0.28666
0.62555,0.64741,0.51874,0.71742,0.23986,0.47102,-2.5105,-1.7791,-2.2333,-2.775,-2.1564,-2.2159,-0.28665
0.62555,0.64741,0.51874,0.71742,0.23986,0.47102,-2.5105,-1.7791,-2.2333,-2.775,-2.1564,-2.2159,-0.28665
0.62555,0.64741,0.51874,0.71742,0.23986,0.47102,-2.5105,-1.7791,-2.2333,-2.775,-2.1564,-2.2159,-0.28665
0.62555,0.64741,0.51874,0.71742,0.23986,0.47102,-2.5105,-1.7791,-2.2333,-2.775,-2.1564,-2.2159,-0.28666
0.62555,0.64741,0.51874,0.71742,0.23986,0.47102,-2.5105,-1.7791,-2.2333,-2.775,-2.1564,-2.2159,-0.28665
