NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-1,-1,-1,-1,-0.6691,-1.3166,-0.38766,-5,-9.9405,-9.9966,-0.1195,-2.8112,-0.22592,-1.2936,3,-3.9175
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-1,-1,-1,-1,-0.6689,-1.3165,-0.42264,-5,-9.7355,-9.9444,-0.11958,-1.9356,-8.082,2.9999,2.8387,-2.6469
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-1,-1,-1,-1,-0.66925,-1.3168,3,-5,-9.9744,-10,-0.14494,-0.7903,0.68043,-3.5498,0.48675,-4.6657
-1,-1,-1,-1,3,-1.4744,2.8789,-4.2201,-6.2867,-9.9996,-0.13748,1.2094,-1.994,1.8721,-1.9471,-1.8807
-1,-1,-1,-1,-0.66925,-1.3168,3,-5,-9.9993,-10,-0.14495,-0.44999,0.68019,-4.0117,-4.2122,-0.24976
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-1,-1,-1,-1,1.9026,2.085,-4.6811,-3.7856,-4.0808,-5.4024,-0.11923,-1.5621,-3.9075,1.398,2.9541,-1.9166
-1,-1,-1,-1,3,-1.4744,3,-4.5803,-8.2525,-9.9911,-0.13748,-1.2983,-7.8597,2.1102,-3.9482,-3.8508
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-1,-1,-1,-1,3,-1.4744,2.9485,-4.6083,-5.4642,-9.989,-0.13748,0.99514,-8.1929,2.0089,-2.9815,-4.6312
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-1,-1,-1,-1,-0.66872,-1.3164,0.24326,-5,-9.8676,-10,-0.12012,2.3195,-9.8496,-1.2432,3,-0.035894
-1,-1,-1,-1,2.4532,-1.4738,-1.4243,-4.9992,-7.1561,-9.9345,-0.11927,-0.89814,-2.0412,0.096942,3,-2.3969
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-1,-1,-1,-1,2.9969,-1.4745,2.2877,-2.6785,-8.406,-9.8358,3,-0.25127,-0.65543,-2.8299,0.95646,0.076398
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-1,-1,-1,-1,2.4023,-1.4738,-1.4657,-0.69261,-8.4863,-9.6368,-0.11927,-1.5996,-3.4866,-0.0063334,3,-1.7752
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-1,-1,-1,-1,-0.66868,-1.3164,0.21681,-5,-9.4898,-9.8231,-0.12008,2.3132,-8.9966,-3.035,3,-1.6534
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-1,-1,-1,-1,-0.66903,-1.3166,-0.31279,-5,-9.2704,-10,-0.11954,1.7779,-7.5104,3,3,-4.4586
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-1,-1,-1,-1,2.998,-1.4745,2.2491,-4.8999,-7.4864,-9.7326,1.7015,3,-2.4237,-3.2953,0.080179,-0.082072
-1,-1,-1,-1,-0.66961,-1.3168,2.4261,-5,-9.9747,-9.8738,3,-1.6521,-9.8282,0.045789,-4.2157,-3.2595
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-1,-1,-1,-1,-0.66925,-1.3168,3,-5,-9.9988,-10,-0.14495,-3.5521,0.6802,-3.9272,-3.2606,-2.6141
-1,-1,-1,-1,-1.3139,-1.4405,-0.89419,-3.4134,-9.9209,-9.9984,-0.11945,-4.5799,-7.2606,0.43562,3,-3.5754
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-1,-1,-1,-1,-0.66962,-1.3169,2.4671,-5,-9.1267,-9.5442,3,-4.3416,-3.4747,3,-2.1095,-0.46482
-1,-1,-1,-1,-0.66967,-1.3169,3,-5,-9.2419,-9.6227,1.4722,-1.9904,0.68366,-3.8236,1.9669,0.38867
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
