-0.0040766,-0.061711,-3.9686,-5.165,2.6392,0,-1.3408,1.9727,2.8815,-1.5891,0.42791,4.2537,3.119,-0.57609,1.4924,1.4227,-0.076482,-0.44617,-3.7282,1.6372,3.3573,0.99942,4.0934,-1.02,4.9083,-3.14,-4.5071,-4.5531,-2.9995,0.16974,0,-1.0458,1.4623,0.54991,2.9996,4.0123e-05,0.36972,-0.55975,2.6337,2.9844,-1.9335,0.71689,-1.0561,1.4269,0.99609,-2.1013,-0.065029,-5.0723,-2.1307,-1.7302,-1.371,-1.0812,0.73939,-0.040897,0.016569,-4.5182,0.8958,0.0045984,-0.14595,-0.42709,-0.9272,-1.5969,-1.5584,-2.3903,-1.3271,-1.1149,-0.82488,-0.66785,-1.0536,-0.24218,-0.99614,-0.21747,-0.21083,-0.91443,-1.0765,-2.3256,-1.5429,-0.84672,-1.6987,-2.7816,-1.092,-1.5622,-0.46896,-1.3099,-0.30318,-0.29726,-0.82922,-0.56123,-0.65596,-0.70058,-1.9864,-0.53777,-0.78903,-2.7287,-0.56032,-0.98608,-0.86451,-0.57151,-0.66751,-0.25717,-2.0382,-1.8932,-1.7526,-2.9533,-1.2568,-2.1835,-4.2605,-2.6837,-3.6063,0.51328,0.47605,1.8968,2.919,0.99693,2.0121,1.0541,1.8775,0.80216,1.8712,0.32041,0.49939,0.88058,0.74713,4.2894,2.4298,-0.35541,2.991,3.3557,1.0403,0.99316,1.195,-1.9133,1.067,-4.4986,0.43133,-0.64226,1.6074,2.2853,1.3966,1.3716,2.1022,-0.06423,1.0768,1.8082,2.3024,-2.9629,-3.0673,1.2854,1.2643,2.0369,1.7334,2.0563,2.3824,2.9975,2.0037,2.2558,-1.8262,-0.23725,-0.8286,-0.91106,-0.29365,-0.68474,-0.48172,-0.43953,2.7143,-2.4231,-2.9247,-0.06178,-0.18041,0.98183,1.2592,1.1391,0.81906,0.0067402,-2.6805,0.19371,0.034895,0.056145,0.071108,-0.076661,0.08093,-0.16761,0.010213,-0.10934,-0.4028,-0.026478,-0.14482,-1.1081,-0.67688,-0.55403,-0.80169,-0.72029,-0.86931,-0.82308,-1.0229,-1.1512,-0.47292,-0.95183,-1.1342,-0.5671,-0.0027677,-0.66659,-0.64135,0.45245,0.015735,0.69897,-0.52061,-0.76891
-1.0398e-06,-0.061711,-3.9128,-5.165,-1.0241,0,2.6278,3.9867,-0.96501,-2.053,0.59297,3.7142,5.9787,-4.4305,-2.0675,0.96626,-0.059029,2.0438,-0.99126,-1.0522,3.4252,0.62552,0.7604,-0.95338,-0.41673,-0.91062,0.44217,-3.9737,-2.9995,-0.8696,0,-1.2669,3.3169,-1.1345,2.2856,3.7895e-06,2.7019,0.79999,-1.4014,-1.0744,-1.408,0.53881,-0.878,1.4269,1.1071,0.37205,-0.038319,-0.061972,-2.0283,-1.5787,-1.2243,-1.0416,0.67998,-0.040897,-3.0865,-3.5144,0.69467,0.0045984,-0.14597,-6.5258,-4.1995,-1.9314,-1.7416,-1.0419,-1.578,-1.1981,-0.79996,-0.73905,-1.1429,-0.24289,-0.93574,-0.92722,-0.77343,-0.96078,-1.1239,-2.366,-1.5195,-1.2557,-1.7681,-1.4288,-1.3633,-1.6548,-0.49319,-1.3655,-0.32093,-0.33586,-0.84486,-0.58395,-0.35358,-0.71424,-2.0211,-1.5718,-1.2273,-2.7295,-0.75305,-0.85306,-0.72172,-0.71754,-0.55418,-0.25643,-2.0322,-1.7922,-1.6989,-2.9621,-1.2458,-2.2496,-4.3051,-0.18266,-4.3571,2.5471,2.5099,2.3019,2.919,2.8446,2.6298,2.8427,2.2744,2.6345,2.242,2.499,2.5456,2.9997,2.6937,7.9145,2.4298,-0.64347,2.9733,3.3557,2.9146,2.878,2.9999,3.7322,1.067,2.289,2.2174,1.0613,-0.79184,-0.47942,-1.0601,-1.2268,-1.4456,-2.0829,-1.0727,-1.7188,-1.233,-1.148,-1.1884,-1.1834,-1.2143,-0.713,-0.67283,-0.24825,-0.098178,0.2582,-0.28119,-0.37749,-1.4077,-0.25752,-1.0501,-1.0535,-0.55903,-0.61937,-4.611,-0.47903,-0.039018,0.4004,0.1814,0.036299,0.018198,1.314,1.3764,1.1365,1.1846,0.28369,-3.967,0.59312,0.30706,0.33244,0.12865,0.071206,0.26975,-0.16761,-0.073533,-4.2241,-0.17241,-0.10537,-0.15303,-1.0822,-0.87432,-0.66377,-0.86875,-0.91261,-0.96662,-1.0647,-1.1049,-1.1512,-1.0721,-0.95184,-0.75731,-0.91038,-0.058418,-0.91912,-0.76051,1.1012,-0.50658,0.69897,-0.34492,-0.90698
-1.2269e-07,-0.061711,-4.9999,-5.165,-0.70524,0,-1.9474,2.347,-4.2032,2.9847,0.71238,4.1266,6.1614,-4.9734,-2.1017,0.92003,-0.091716,0.29864,-1.1461,-1.1817,2.109,0.29961,0.76372,-1.0496,0.97009,-0.99715,0.44875,-0.12741,-2.9995,2.9432,0,2.7085,3.2103,-1.1326,2.2772,0.47712,-2.295,0.21739,-1.6466,-0.99204,-1.4922,0.40245,-0.74163,1.4269,1.9132,-1.3002,0.082599,-0.13306,-2.0645,-1.6943,-1.344,-1.0756,-3.6528,-0.040897,0.45493,-6.8713,0.8958,0.0045984,-0.14653,-5.4843,-4.7533,-1.8326,-1.742,-1.3772,-1.679,-1.2162,-0.8069,-0.7438,-1.1547,-0.24098,-0.92001,-0.91066,-0.76776,-0.96798,-1.131,-2.3637,-1.5354,-1.2641,-1.7695,-2.2073,-1.451,-1.659,-0.49679,-1.3811,-0.31769,-0.33497,-0.84253,-0.58444,-0.6697,-0.71759,-2.0223,-1.5742,-1.2281,-2.7275,-0.74815,-0.86064,-0.3975,-0.72074,-0.55329,-0.91687,-2.0257,-1.7924,-1.6982,-2.9606,-1.2553,-2.2461,-0.17237,-0.61915,-5.903,0.88052,0.8433,2.1307,2.919,1.4195,2.4125,1.4747,2.1225,1.1547,2.0991,0.81432,0.93154,1.3065,1.0208,4.4544,2.4298,-0.64588,2.9999,3.3557,-2.4758,-2.4153,-2.2548,-0.80199,1.067,2.3368,2.1862,1.0493,-0.93945,-0.54259,-1.1728,-1.3468,-1.3911,-2.0468,-1.0853,-1.6765,-1.2029,-1.1362,-1.1792,-1.1972,-1.2297,-0.85943,-0.84762,-0.41974,-0.22807,0.19643,-0.35456,-0.47209,-1.3747,-0.27495,-1.0539,-1.0501,-0.5539,-0.62505,-0.53688,-0.4957,-0.16545,0.24317,0.03833,0.15295,0.090056,1.3136,1.3834,-3.2453,1.1905,0.26698,0.39192,0.56204,0.27223,0.29723,0.26415,0.14993,0.34074,-2.1268,-0.04327,-0.17731,-0.23266,-0.086283,-0.1345,-1.1082,-0.83858,-0.67037,-0.90333,-0.74529,-0.92765,-0.62689,-1.1484,-1.1512,-1.074,-0.95184,-0.91565,-0.92098,-0.88406,-0.87503,-0.7977,0.46614,-0.5213,0.69897,-0.34456,-0.98321
-5.5382e-06,-0.061711,-4.9124,-5.165,-1.254,0,0.084515,3.8943,-4.8491,2.9866,2.9816,3.281,5.4796,-4.4139,-2.8985,0.89861,-0.073084,6.3791,-3.7263,-0.62563,1.3631,0.9816,0.38737,-0.91217,6.2377,-0.76997,0.45722,-2.2691,-2.9995,-0.64875,0,1.4438,4.8805,-2.9996,-1.901,0.47707,-2.9989,2.9997,-0.012584,1.124,1.292,0.4872,-0.82637,1.4269,0.95848,2.9998,0.28384,0.20305,-2.0494,-1.6424,-1.2889,-0.94169,0.42304,-0.040897,0.45488,-2.4551,0.75869,0.0045984,-0.14592,-1.2991,-0.29477,-2.9884,-1.7434,-0.7089,-1.2969,-1.2234,-0.6518,-0.72638,-1.1125,-0.19916,-0.85006,-0.82414,-0.6861,-0.94023,-1.1031,-2.3726,-1.5537,-1.2772,-1.7522,-1.3447,-1.1913,-1.6679,-0.49468,-1.3479,-0.32494,-0.33796,-0.84678,-0.58873,-0.6641,-0.71085,-2.0193,-1.5802,-1.1812,-2.7285,-0.7035,-0.34662,-0.72497,-0.71277,-0.64677,-0.95694,-2.036,-1.8074,-1.7114,-2.9627,-1.23,-2.2549,-0.76905,-0.46261,-4.1546,2.4647,2.4275,0.04067,2.919,2.7951,-2.2061,-2.9882,-0.77239,-0.12464,-3.3845,2.4032,2.5117,2.8816,1.7729,6.3046,2.4298,-0.64902,2.993,3.3557,0.83005,0.24254,-2.9157,4.9997,1.067,2.4101,-2.5873,2.7116,-0.81216,-0.8543,-1.1463,-1.404,-1.4949,-1.9736,-1.0628,-1.8476,-1.1448,-1.1009,-1.1887,-1.0955,-1.1219,-0.82147,-0.78395,-0.70335,-0.0059056,0.20601,-0.28354,-0.37953,-1.3445,-0.2683,-1.0496,-1.0581,-0.56989,-0.63268,-0.52209,-0.48004,0.0007323,0.39537,-0.11543,0.35483,0.31401,1.3067,-3.7305,1.1651,1.2073,0.50481,0.56885,0.67644,0.55997,0.58534,0.31957,0.33468,0.42146,-0.29271,-0.0012632,-0.20272,-0.13545,-0.031012,-0.048128,-1.1081,-0.71262,-0.60919,-0.8755,-1.0309,-0.35736,-0.56793,-0.82369,-1.1512,-1.0757,-0.95184,-0.48167,-0.5671,0.014612,-0.77273,-0.77355,0.47711,-0.55277,0.69897,0.20081,-1.1481
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-8.8666e-10,-0.061711,-4.9999,-5.165,-0.30689,0,-1.6077,2.4026,4.9998,-1.4075,0.31267,3.8969,5.5855,-4.9852,-2.6689,1.0376,-0.046561,5.8369,-0.50768,-0.7162,-0.06254,0.11913,-1.3381,-0.80508,5.5461,-1.2209,0.46212,-4.7773,-2.9995,2.9991,0,-1.2278,3.3687,-1.2991,2.1256,0.47711,3.5802,-0.73696,-1.5804,-0.82471,0.59202,0.27102,-0.6102,1.4269,1.9017,-2.2341,0.067155,0.20404,-2.052,-1.6343,-1.3129,-1.0606,0.5735,-0.040897,-0.031916,-5.7269,0.73579,0.0045984,-0.14591,-0.42709,-1.0774,-1.6463,-1.7259,-2.993,-1.3659,-1.1605,-0.83133,-0.73436,-1.1239,-0.24501,-0.92216,-0.92454,-0.7853,-0.95803,-1.1211,-2.3584,-1.5395,-1.2553,-1.763,-2.9885,-1.2282,-1.6442,-0.48909,-1.3546,-0.32363,-0.34957,-0.84742,-0.59051,-0.66505,-0.71194,-2.0187,-1.5777,-1.2111,-2.7243,-0.76583,-0.94057,-0.39749,-0.72651,-0.61077,-0.96366,-2.0314,-1.8233,-1.7166,-2.9609,-1.1986,-2.2455,-1.4423,-4.1765,-6.6213,0.9265,0.88928,-2.3937,2.919,1.2712,0.64111,1.3542,-2.8392,1.0193,-1.206,0.87727,0.92372,1.4471,1.0289,4.8767,2.4298,-0.65084,2.9947,3.3557,2.8914,2.832,3,4.9999,1.067,-3.045,2.3302,1.214,-0.71336,-0.30887,-1.0853,-1.1573,-1.4349,-2.175,-1.131,-1.7175,-1.2728,-1.2249,-1.2669,-1.2242,-1.2544,-0.64396,-0.71071,-0.29659,-0.014587,0.36551,-0.29217,-0.29437,-1.4723,-0.25836,-1.0152,-0.99035,-0.52589,-0.61476,-0.5185,-0.47665,0.034542,0.38339,0.1556,2.8551,2.5018,1.2662,1.3482,-4.9396,1.136,0.1881,0.27906,0.41935,0.25202,0.27409,2.9999,2.8244,3,-0.19128,-0.06242,-0.040177,-0.31379,-0.098272,-0.17468,-1.1082,-0.74961,-0.69816,-0.91473,-1.1963,-0.36006,-0.77398,-0.81937,-1.1512,-1.0764,-0.95184,-1.072,-0.5671,-0.88605,-0.74926,-0.80651,1.7489,-0.34218,0.69897,-0.23143,-0.90561
-1.2208e-06,-0.061711,-4.5279,-5.165,-0.73211,0,-0.83568,2.4588,4.9818,-2.025,3.3399,-0.66258,6.5479,2.9899,-2.5632,0.99935,-3.9486e-05,-0.56038,-3.2536,-1.6294,0.33774,0.53855,0.8372,-1.2343,1.2969,-3.9714,0.43311,0.5849,-2.9995,-0.88688,0,2.6814,1.951,0.19376,1.6061,4.7646e-05,3.3215,0.87263,-1.2057,-0.86983,-1.5235,0.40122,-0.7404,1.4269,1.8513,-1.1903,-0.019851,-0.41463,-2.0409,-1.5964,-1.2527,-1.0465,1.0137,-0.040897,0.0088705,-0.80143,0.71703,0.0045984,-0.14588,-4.9178,-0.85248,-1.6403,-1.7324,-0.82468,-1.6256,-1.1237,-0.81794,-0.73438,-1.1094,-0.23845,-0.99556,-0.92436,-0.75196,-0.95914,-1.1223,-2.3661,-1.5523,-1.0401,-1.7473,-1.2111,-1.4589,-1.6489,-0.49071,-1.35,-0.30887,-0.30398,-0.83605,-0.56133,-0.66567,-0.71302,-2.0099,-1.5784,-1.1052,-2.7255,-0.76695,-0.9334,-0.76238,-0.67503,-0.64907,-0.97289,-2.0363,-1.8406,-1.7285,-2.9617,-1.2485,-2.2162,-0.49953,-0.85775,-5.1267,1.0658,1.0285,2.3907,2.919,1.3622,2.4283,1.3627,2.237,1.1412,2.2255,1.0104,1.062,1.5942,1.2232,-0.14149,2.4298,-0.64015,2.9997,3.3557,1.4263,1.3357,1.5859,3.2368,1.067,2.4803,0.85402,-0.29239,-1.6037,-1.3045,-1.3355,-1.8187,-1.5044,-2.1838,-1.2384,-1.8078,-1.2938,-1.4494,-1.4791,-1.2845,-1.3149,-1.5226,-1.2779,-0.9834,-0.79554,-0.3417,-0.45834,-0.76211,-1.4526,-0.31209,-1.0772,-1.1509,-0.55497,-0.71395,-0.54649,-0.50431,-0.69973,-0.098693,-0.3153,-0.041058,0.046448,1.2497,1.3214,1.1162,1.0661,0.24926,0.31495,0.4606,0.29268,0.31428,0.13867,0.099828,0.29522,-0.43974,-0.018325,-0.099452,-0.26615,-0.091501,-0.13802,-1.1082,-0.88925,-0.52921,-0.86774,-0.652,-1.0292,-1.1325,-1.0716,-1.1512,-1.069,-0.95184,-0.76116,-0.8841,-0.85038,-0.80156,-0.79154,0.47624,-0.073201,0.69897,-0.39392,-0.92938
-2.4035e-06,-0.061711,-4.9993,-5.165,2.7697,0,-1.7146,2.4051,3.433,-2.0117,0.26488,4.2935,5.9844,-4.9985,-2.1714,1.274,-1.3954,4.9137,-0.4575,-1.1819,1.6828,2.1784e-05,0.65725,-0.90657,-0.0006527,-1.1392,-4.3276,-3.6364,-2.9995,2.9328,0,-1.9695,1.8263,0.22258,0.73206,0.00069092,0.22512,0.73226,-1.1235,-0.56618,-1.5633,0.62037,-0.95956,1.4269,1.9017,-1.4696,-0.17403,-0.03766,-2.0577,-1.6864,-1.3194,-1.0685,0.46365,-0.040897,-0.32331,0.0025412,0.3585,0.0045984,-0.23951,-0.42713,-4.9872,-1.7374,-1.7155,-2.5924,-1.6909,-1.1881,-0.81694,-0.71958,-1.1072,-0.25084,-0.96254,-0.93168,-0.78092,-0.94679,-1.1098,-2.3529,-1.519,-1.2448,-1.7666,-1.4182,-1.3958,-1.658,-0.47794,-1.3338,-0.20357,-0.34599,-0.84932,-0.59179,-0.66066,-0.70654,-2.0214,-1.5742,-1.2287,-2.727,-0.76298,-0.87505,-0.7363,-0.39681,-0.32534,-0.25642,-2.0214,-1.8348,-1.7277,-2.9599,-1.2574,-2.2491,-2.7563,-0.47987,-4.4408,1.0051,0.9679,1.2136,2.919,1.3261,1.2979,1.3142,0.90132,1.1584,0.8822,0.85681,0.93682,1.2975,1.101,4.8204,2.4298,-0.35542,-4.07,3.3557,1.4525,1.4099,1.5645,2.8718,1.067,-3.492,0.85561,-0.30286,-0.67957,-0.2757,-1.0084,-1.1364,-1.5182,-2.3735,-1.1139,-1.7737,-1.3076,-1.219,-1.2602,-1.2036,-1.2314,-0.58194,-0.80738,-0.1904,-0.086035,0.24849,-0.29278,-0.40186,-1.6912,-0.23886,-4.0959,-1.024,-0.55412,-0.60306,-0.50069,-0.4585,-0.033234,0.23237,0.13268,0.11261,0.031357,1.3124,1.3751,1.1458,-3.7227,-0.067073,-4.3537,0.68516,0.16421,0.18731,0.24658,0.026664,0.28726,-0.1687,-0.043095,-0.22722,-0.15819,-0.086498,-0.12748,-1.1082,-0.80205,-0.66853,-0.91126,-0.96165,-0.55645,-0.88593,-0.99339,-1.1512,-0.47292,-0.95184,-1.0802,-0.5643,-0.88604,-0.84396,-0.67722,0.44623,-0.46095,0.69897,-0.23656,-1.0248
-2.2092e-07,-0.061711,-3.6296,-5.165,-1.016,0,2.8053,3.4791,-3.6152,-2.0562,1.5621,0.67038,5.6475,-2.3996,-3,1.0175,-0.062691,1.4891,-3.7278,-0.82179,3.2062,0.67041,1.187,-0.9109,0.31965,-0.95316,0.44686,-4.7651,-2.9995,2.9855,0,-1.2136,3.16,2.6693,2.9998,1.0742e-05,3.8322,1.3241,-1.8084,-0.86175,-1.4941,0.027808,-0.36699,1.4269,0.81015,-0.23209,-0.027916,-0.040446,-2.0268,-1.5738,-1.2309,-1.0341,0.68483,-0.040897,0.45359,-6,0.74003,0.0045984,-0.14593,-6.8147,-0.29482,-1.3136,-1.7079,-2.8656,-1.3497,-1.2355,-0.53387,-0.71929,-1.1285,-0.16873,-0.65907,-0.7347,-0.59328,-0.92993,-1.0925,-2.3703,-1.4967,-0.86018,-1.736,-2.9929,-1.2276,-1.6118,-0.48838,-1.3393,-0.32999,-0.35358,-0.8507,-0.58492,-0.66159,-0.70766,-2.0178,-1.5417,-1.0229,-2.7262,-0.7166,-0.94363,-0.79022,-0.39681,-0.2049,-0.95953,-2.0341,-1.8442,-1.7306,-2.9624,-1.2459,-2.2195,-0.3648,-0.4562,-5.3363,2.0467,2.0095,2.2378,2.919,2.3853,-4.3782,2.3743,-3.5527,2.1682,2.0619,2.0184,2.0596,2.5435,2.2553,7.8122,2.4298,-0.64519,2.9987,3.3557,-2.0386,-2.0279,0.29747,4.9998,1.067,2.309,-2.1889,-2.7743,-0.94648,-0.35881,-1.1132,-1.229,-0.35406,-0.84609,0.1084,-0.79774,0.061984,0.11683,-0.0069108,0.14044,0.11612,-0.72441,-0.68029,-0.50263,-0.1433,0.45676,-0.25806,-0.22908,-1.4396,-0.23181,-1.0051,-0.98796,-0.5334,-0.61103,-0.49781,-0.45571,0.085103,0.50789,0.32729,-0.074772,0.069449,1.3277,1.4521,1.2472,-4.6171,-4.0837,0.57543,0.71632,0.48716,0.50854,0.15956,0.037502,0.27213,-0.60529,-0.078446,-0.24323,-0.14117,-0.12155,-0.16674,-1.1082,-0.84816,-0.64174,-0.85112,-1.1108,-0.95756,-0.68969,-0.67808,-1.1512,-1.0735,-0.95184,-0.51673,-0.88158,0.077155,-0.86994,-0.75248,0.47055,-0.47954,0.69897,-0.4071,-1.0907
-0.0026432,-0.061711,-4.9876,-5.165,2.9621,0,-1.6632,2.0006,4.9997,2.8821,1.0754,3.1976,6.0737,-1.2302,2.4022,1.1117,-8.4342e-06,-0.25431,-1.1158,-1.246,-0.033914,0.63234,1.3076,-1.3653,2.1449,-3.9318,0.46771,-0.72255,-2.9995,-0.59679,0,2.9346,1.5332,0.47562,2.9999,6.7886e-06,3.5112,2.0699,-2.9988,-0.56011,-2.0009,0.5837,-0.92287,1.4269,1.3902,-2.0482,0.031243,-0.62849,-2.1032,-1.714,-1.3023,-1.0588,0.51325,-0.040897,0.076852,-0.84426,0.758,0.0045984,-0.14587,-5.2861,-0.82798,-1.5908,-1.5681,-2.9912,-1.5487,-1.2002,-0.77659,-0.72558,-1.0884,-0.2216,-0.97609,-0.90949,-0.73158,-0.94441,-1.1074,-2.335,-1.5224,-0.8463,-1.6922,-2.9966,-1.3928,-1.6289,-0.48429,-1.3263,-0.31736,-0.31434,-0.84006,-0.5614,-0.66077,-0.70686,-1.987,-1.5652,-1.0161,-2.7295,-0.76934,-0.80006,-0.67911,-0.67504,-0.6439,-0.96061,-2.038,-1.7724,-1.6873,-2.9565,-1.2629,-2.2085,-0.77499,-3.8958,-5.3161,0.58049,0.54327,2.287,2.919,1.0494,2.3896,1.1498,2.2261,0.81798,2.2177,0.31164,0.47224,0.71671,0.71504,4.8755,2.4298,-0.65292,2.9999,3.3557,1.1088,1.0586,1.2755,4.9999,1.067,2.4863,0.48328,-0.56641,-1.2023,-0.63056,-1.2419,-1.3987,-1.639,-2.2764,-1.2176,-1.9853,-1.3899,-1.4461,-1.4818,-1.2578,-1.2851,-0.80096,-0.94508,-0.75276,-0.39099,0.14795,-0.38159,-0.42997,-1.5448,-0.28905,-1.0983,-1.1597,-0.59987,-0.71171,-0.52687,-0.48441,-0.054609,0.21331,0.039637,-0.10239,0.020086,1.2765,1.29,1.0478,1.0914,0.12424,0.18867,0.35217,0.21411,0.24202,0.0095789,-0.030474,0.052878,-0.29075,-0.009295,-0.05228,-0.33961,-0.042935,-0.15858,-1.1084,-0.74346,-0.6427,-0.86234,-1.1762,-0.97234,-0.78426,-1.0327,-1.1515,-1.0766,-0.95199,-1.0609,-0.86826,-0.24296,-0.79156,-0.80005,0.45143,-0.27906,0.69872,-0.44132,-0.86419
