-0.14576,-0.14501,-0.15092,-0.36787,-0.35403,-0.11777,0.14646,-0.38952,-0.36882,-0.42105,0.65578,-0.42287,-0.21799,-0.0422,-0.077603,4.4931,-0.23567,-0.056327,0.026354,-2.731,-2.7398,-2.7335,4.1152,3.4585,-2.7681,-3.0944,4.6989,4.0227,4.8664,-3.2011,2.6298,2.2077,-2.7582,-2.5412,3.8665,1.9241,-2.6435,-3.1312,-0.8644,-2.4893,2.0453,0.66663,4.5811,-4.0408,2.568,2.2811,2.9041,-2.5994,0.2118,-2.0735,0.35072,-0.5945,-0.52444,-0.052021,0.35294,-4.1955,-2.6224,-1.3338,-0.097309,-3.4579,-2.0827,-0.52182,0.73811,-4.5841,-4.3188,1.6102,-0.022062,2.5882,4.143,-1.7081,2.4727,-0.68464
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-0.17216,-4.8375,-0.61034,-0.20726,0.094346,0.29093,0.22703,0.29489,0.43446,0.21158,0.54957,0.53352,-0.025582,-0.22234,-0.2313,-0.026503,-0.02295,-3.4141,1.3926,3.812,-2.2124,4.5026,-1.3014,-3.1658,-3.25,-3.2221,-3.1943,-3.2455,-3.2259,-3.278,-3.3212,-2.876,2.9768,4.8517,-2.8925,-2.9044,-0.45913,-3.4351,-0.70065,-2.546,-2.7106,-1.7983,2.385,-4.186,-4.2506,3.1675,1.6663,-2.3593,-2.8798,-4.876,3.4284,-0.61151,-1.0549,3.0748,4.616,-3.1501,3.4226,1.7194,-0.43148,1.2994,-3.5158,-3.4466,-0.44125,-1.6712,0.88839,0.20609,-2.9237,-0.36812,-0.55376,-2.0781,4.5945,-3.5815
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.0235,4.0351,-1.1111,-0.010406,0.018501,-0.3886,-0.42374,-2.4042,4.6197,0.80164,4.4836,4.1843,-0.22285,0.091041,-0.23131,0.10274,-0.2722,-0.23256,4.5529,-3.3524,-0.58803,4.8029,-3.3183,-3.3079,4.7316,2.8727,3.819,-3.668,0.93484,-3.5353,-3.9285,2.4661,-3.2098,1.3442,-3.239,-4.9401,1.4993,-3.8323,-0.45744,-2.5354,-3.2015,-1.7242,3.54,-4.08,-4.9151,4.2587,3.4052,-2.6499,-2.6739,-4.8035,0.49039,-0.55251,-1.0175,-3.2368,4.7602,4.1742,-3.1221,0.074049,-4.0273,-1.2724,3.9471,-1.7359,3.6599,2.7026,1.4003,0.16548,-4.1449,-3.9853,-3.4798,3.6832,-1.0792,-1.3094
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-0.1235,-0.11186,-0.12213,-0.32207,-0.10725,-0.31305,0.55727,4.0571,4.7663,3.6407,-4.7127,-0.48352,-0.22282,-0.11701,-0.23127,2.9387,-0.030752,-0.19788,0.34696,-2.8846,-2.9137,-2.9028,3.9933,-2.8756,3.4718,-3.2731,-3.3075,-3.3023,-3.34,2.3352,4.2048,1.194,2.3989,3.7491,-4.527,-2.8672,2.1179,-3.3236,-0.74144,1.8906,-3.2091,4.0554,-2.2211,-0.75125,-5,3.7283,-4.3806,2.7693,-2.4187,-4.5893,-2.7519,-0.60457,-0.47247,-4.3805,-0.83614,-0.64356,-1.6362,1.6267,-2.6003,-3.2431,-4.3389,-2.4558,-0.7118,4.6913,0.44746,-2.7195,2.9235,0.36885,3.6724,0.61723,2.4417,-0.099361
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-0.065585,-0.17039,-0.078387,-0.41778,3.6659,0.0094334,1.6305,-0.33083,3.4979,2.0905,3.8955,1.9538,0.027709,0.031489,0.64493,-0.086569,0.042993,0.065661,-0.041391,-3.1225,-2.6523,-3.136,4.8163,0.53168,-3.1651,-3.6065,3.918,-3.3545,-3.6337,-2.3557,-3.7402,-3.0723,-3.0735,3.8722,-2.3838,-3.1113,-3.1249,-3.2378,-0.53238,-2.5216,-3.1483,-0.53315,-2.267,-4.0854,-4.882,-5,-4.2926,-2.6055,-2.629,3.5134,-2.947,-0.60143,-1.0721,1.4998,2.643,-3.9175,1.7121,4.8415,-2.1165,1.2419,2.8337,3.6417,-1.435,4.0725,-2.4448,-1.5561,-2.6264,3.6423,2.922,-4.5503,-1.757,2.7173
-0.074528,0.56392,-0.10463,-0.39438,-0.094798,-0.01113,3.8586,4.2809,1.1547,-2.3034,5,3.4982,0.037493,3.7356,0.046449,-1.9135,-0.23567,0.10124,-3.9675,-3.1502,-0.44945,-3.1291,3.8268,-3.0272,-3.1673,-3.5044,-3.5563,4.5045,1.2269,-3.6365,-3.8057,-3.1121,-0.042362,-3.144,-0.11048,4.5014,-3.1945,0.34214,-0.49277,-2.5191,-3.2049,-0.75786,0.26801,-4.0474,-4.9374,-5,2.4657,-2.6636,-2.6324,0.9225,1.7709,-0.56718,-1.0323,0.61288,4.6811,-4.9843,-0.31616,1.9938,-2.4492,2.6621,-1.4505,4.5155,3.6349,-4.4284,0.11832,1.5395,4.7418,0.99787,4.0215,-1.7134,-2.6122,4.5916
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-0.0057378,-3.5262,-0.067544,-4.0832,-0.11002,0.07524,-0.73221,4.3361,-3.3524,3.6486,-3.813,-0.17974,3.9518,0.12732,4.4235,0.054675,0.054496,-0.081542,3.8648,-3.3337,-4.0311,-3.2948,0.19894,-3.0194,-3.3264,-4.1773,-4.0573,-0.83718,-4.4437,3.3245,-5,0.50786,-3.2674,3.6878,-3.1773,-3.1736,-1.7194,-3.8923,-0.43493,-2.5239,-2.9705,-1.7721,-2.3525,-4.0463,-4.0297,4.3918,-4.1256,-2.6881,-3.1885,-4.8384,-3.1777,-0.55543,-1.0861,-2.235,4.8731,-2.7964,4.4228,2.2971,-1.9905,4.1098,0.25699,3.8326,0.89595,4.0449,-0.73554,4.5526,-1.914,3.8865,2.1598,2.2485,3.1639,-1.8962
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-0.28267,-0.31698,-0.12725,-0.32207,-0.10673,-0.30815,-0.41986,3.0907,-0.36878,-0.45347,2.9456,-4.539,-0.035289,-0.22233,-0.040845,-0.037248,-0.034521,-0.02043,3.7699,3.3391,1.069,-2.8716,1.3829,-2.8729,1.4075,4.4723,-3.2865,1.6542,4.6734,-3.2994,2.9988,-2.8217,4.154,-2.8294,-2.8361,-2.8473,-2.86,2.0278,-0.76891,3.7725,-3.2078,1.9325,-2.7165,-0.29494,-4.9999,0.36704,-3.2924,-0.78283,-2.4654,0.60604,-3.3645,-0.62056,-0.47027,2.4082,-1.0866,1.186,-0.075179,-0.066971,1.6255,-2.8415,-3.2222,2.2914,0.88475,-0.8247,4.513,-1.9464,-2.773,-3.7729,-0.56375,-2.0599,-3.6746,3.5631
